id,SA,EN
c:5v20,\u0928 \u092a\u094d\u0930\u0939\u0943\u0937\u094d\u092f\u0947\u0924\u094d\u092a\u094d\u0930\u093f\u092f\u0902 \u092a\u094d\u0930\u093e\u092a\u094d\u092f \u0928\u094b\u0926\u094d\u0935\u093f\u091c\u0947\u0924\u094d\u092a\u094d\u0930\u093e\u092a\u094d\u092f \u091a\u093e\u092a\u094d\u0930\u093f\u092f\u092e\u094d |\u0938\u094d\u0925\u093f\u0930\u092c\u0941\u0926\u094d\u0927\u093f\u0930\u0938\u092e\u094d\u092e\u0942\u0922\u094b \u092c\u094d\u0930\u0939\u094d\u092e\u0935\u093f\u0926\u094d \u092c\u094d\u0930\u0939\u094d\u092e\u0923\u093f \u0938\u094d\u0925\u093f\u0924: || ,"Established in God, having a firm understanding of divine knowledge and not hampered by delusion, they neither rejoice in getting something pleasant nor grieve on experiencing the unpleasant."
c:5v21,\u092c\u093e\u0939\u094d\u092f\u0938\u094d\u092a\u0930\u094d\u0936\u0947\u0937\u094d\u0935\u0938\u0915\u094d\u0924\u093e\u0924\u094d\u092e\u093e \u0935\u093f\u0928\u094d\u0926\u0924\u094d\u092f\u093e\u0924\u094d\u092e\u0928\u093f \u092f\u0924\u094d\u0938\u0941\u0916\u092e\u094d |\u0938 \u092c\u094d\u0930\u0939\u094d\u092e\u092f\u094b\u0917\u092f\u0941\u0915\u094d\u0924\u093e\u0924\u094d\u092e\u093e \u0938\u0941\u0916\u092e\u0915\u094d\u0937\u092f\u092e\u0936\u094d\u0928\u0941\u0924\u0947 || ,"Those who are not attached to external sense pleasures realize divine bliss in the self. Being united with God through Yog, they experience unending happiness."
c:5v22,\u092f\u0947 \u0939\u093f \u0938\u0902\u0938\u094d\u092a\u0930\u094d\u0936\u091c\u093e \u092d\u094b\u0917\u093e \u0926\u0941:\u0916\u092f\u094b\u0928\u092f \u090f\u0935 \u0924\u0947 |\u0906\u0926\u094d\u092f\u0928\u094d\u0924\u0935\u0928\u094d\u0924: \u0915\u094c\u0928\u094d\u0924\u0947\u092f \u0928 \u0924\u0947\u0937\u0941 \u0930\u092e\u0924\u0947 \u092c\u0941\u0927: || ,"The pleasures that arise from contact with the sense objects, though appearing as enjoyable to worldly-minded people, are verily a source of misery. O son of Kunti, such pleasures have a beginning and an end, and so the wise do not delight in them."
c:5v23,\u0936\u0915\u094d\u0928\u094b\u0924\u0940\u0939\u0948\u0935 \u092f: \u0938\u094b\u0922\u0941\u0902 \u092a\u094d\u0930\u093e\u0915\u094d\u0936\u0930\u0940\u0930\u0935\u093f\u092e\u094b\u0915\u094d\u0937\u0923\u093e\u0924\u094d |\u0915\u093e\u092e\u0915\u094d\u0930\u094b\u0927\u094b\u0926\u094d\u092d\u0935\u0902 \u0935\u0947\u0917\u0902 \u0938 \u092f\u0941\u0915\u094d\u0924: \u0938 \u0938\u0941\u0916\u0940 \u0928\u0930: || ,"Those persons are yogis, who before giving up the body are able to check the forces of desire and anger; and they alone are happy."
c:5v24,\u092f\u094b\u093d\u0928\u094d\u0924:\u0938\u0941\u0916\u094b\u093d\u0928\u094d\u0924\u0930\u093e\u0930\u093e\u092e\u0938\u094d\u0924\u0925\u093e\u0928\u094d\u0924\u091c\u094d\u0930\u094d\u092f\u094b\u0924\u093f\u0930\u0947\u0935 \u092f: \u0964\u0938 \u092f\u094b\u0917\u0940 \u092c\u094d\u0930\u0939\u094d\u092e\u0928\u093f\u0930\u094d\u0935\u093e\u0923\u0902 \u092c\u094d\u0930\u0939\u094d\u092e\u092d\u0942\u0924\u094b\u093d\u0927\u093f\u0917\u091a\u094d\u091b\u0924\u093f \u0964\u0964 \u0964\u0964,"Those who are happy within themselves, enjoying the delight of God within, and are illumined by the inner light, such yogis are united with the Lord and are liberated from material existence."
c:5v25,\u0932\u092d\u0928\u094d\u0924\u0947 \u092c\u094d\u0930\u0939\u094d\u092e\u0928\u093f\u0930\u094d\u0935\u093e\u0923\u092e\u0943\u0937\u092f: \u0915\u094d\u0937\u0940\u0923\u0915\u0932\u094d\u092e\u0937\u093e: |\u091b\u093f\u0928\u094d\u0928\u0926\u094d\u0935\u0948\u0927\u093e \u092f\u0924\u093e\u0924\u094d\u092e\u093e\u0928: \u0938\u0930\u094d\u0935\u092d\u0942\u0924\u0939\u093f\u0924\u0947 \u0930\u0924\u093e: || ,"Those holy persons, whose sins have been purged, whose doubts are annihilated, whose minds are disciplined, and who are devoted to the welfare of all beings, attain God and are liberated from material existence."
c:5v26,\u0915\u093e\u092e\u0915\u094d\u0930\u094b\u0927\u0935\u093f\u092f\u0941\u0915\u094d\u0924\u093e\u0928\u093e\u0902 \u092f\u0924\u0940\u0928\u093e\u0902 \u092f\u0924\u091a\u0947\u0924\u0938\u093e\u092e\u094d |\u0905\u092d\u093f\u0924\u094b \u092c\u094d\u0930\u0939\u094d\u092e\u0928\u093f\u0930\u094d\u0935\u093e\u0923\u0902 \u0935\u0930\u094d\u0924\u0924\u0947 \u0935\u093f\u0926\u093f\u0924\u093e\u0924\u094d\u092e\u0928\u093e\u092e\u094d || ,"For those sany\u0101s\u012bs, who have broken out of anger and lust through constant effort, who have subdued their mind, and are self-realized, liberation from material existence is both here and hereafter."
c:5v27,\u0938\u094d\u092a\u0930\u094d\u0936\u093e\u0928\u094d\u0915\u0943\u0924\u094d\u0935\u093e \u092c\u0939\u093f\u0930\u094d\u092c\u093e\u0939\u094d\u092f\u093e\u0902\u0936\u094d\u091a\u0915\u094d\u0937\u0941\u0936\u094d\u091a\u0948\u0935\u093e\u0928\u094d\u0924\u0930\u0947 \u092d\u094d\u0930\u0941\u0935\u094b: |\u092a\u094d\u0930\u093e\u0923\u093e\u092a\u093e\u0928\u094c \u0938\u092e\u094c \u0915\u0943\u0924\u094d\u0935\u093e \u0928\u093e\u0938\u093e\u092d\u094d\u092f\u0928\u094d\u0924\u0930\u091a\u093e\u0930\u093f\u0923\u094c || \u092f\u0924\u0947\u0928\u094d\u0926\u094d\u0930\u093f\u092f\u092e\u0928\u094b\u092c\u0941\u0926\u094d\u0927\u093f\u0930\u094d\u092e\u0941\u0928\u093f\u0930\u094d\u092e\u094b\u0915\u094d\u0937\u092a\u0930\u093e\u092f\u0923: |\u0935\u093f\u0917\u0924\u0947\u091a\u094d\u091b\u093e\u092d\u092f\u0915\u094d\u0930\u094b\u0927\u094b \u092f: \u0938\u0926\u093e \u092e\u0941\u0915\u094d\u0924 \u090f\u0935 \u0938: || ,"Shutting out all thoughts of external enjoyment, with the gaze fixed on the space between the eye-brows, equalizing the flow of the incoming and outgoing breath in the nostrils, and thus controlling the senses, mind, and intellect, the sage who becomes free from desire and fear, always lives in freedom."
c:5v28,\u0938\u094d\u092a\u0930\u094d\u0936\u093e\u0928\u094d\u0915\u0943\u0924\u094d\u0935\u093e \u092c\u0939\u093f\u0930\u094d\u092c\u093e\u0939\u094d\u092f\u093e\u0902\u0936\u094d\u091a\u0915\u094d\u0937\u0941\u0936\u094d\u091a\u0948\u0935\u093e\u0928\u094d\u0924\u0930\u0947 \u092d\u094d\u0930\u0941\u0935\u094b: |\u092a\u094d\u0930\u093e\u0923\u093e\u092a\u093e\u0928\u094c \u0938\u092e\u094c \u0915\u0943\u0924\u094d\u0935\u093e \u0928\u093e\u0938\u093e\u092d\u094d\u092f\u0928\u094d\u0924\u0930\u091a\u093e\u0930\u093f\u0923\u094c || \u092f\u0924\u0947\u0928\u094d\u0926\u094d\u0930\u093f\u092f\u092e\u0928\u094b\u092c\u0941\u0926\u094d\u0927\u093f\u0930\u094d\u092e\u0941\u0928\u093f\u0930\u094d\u092e\u094b\u0915\u094d\u0937\u092a\u0930\u093e\u092f\u0923: |\u0935\u093f\u0917\u0924\u0947\u091a\u094d\u091b\u093e\u092d\u092f\u0915\u094d\u0930\u094b\u0927\u094b \u092f: \u0938\u0926\u093e \u092e\u0941\u0915\u094d\u0924 \u090f\u0935 \u0938: || ,"Shutting out all thoughts of external enjoyment, with the gaze fixed on the space between the eye-brows, equalizing the flow of the incoming and outgoing breath in the nostrils, and thus controlling the senses, mind, and intellect, the sage who becomes free from desire and fear, always lives in freedom."
c:5v29,\u092d\u094b\u0915\u094d\u0924\u093e\u0930\u0902 \u092f\u091c\u094d\u091e\u0924\u092a\u0938\u093e\u0902 \u0938\u0930\u094d\u0935\u0932\u094b\u0915\u092e\u0939\u0947\u0936\u094d\u0935\u0930\u092e\u094d |\u0938\u0941\u0939\u0943\u0926\u0902 \u0938\u0930\u094d\u0935\u092d\u0942\u0924\u093e\u0928\u093e\u0902 \u091c\u094d\u091e\u093e\u0924\u094d\u0935\u093e \u092e\u093e\u0902 \u0936\u093e\u0928\u094d\u0924\u093f\u092e\u0943\u091a\u094d\u091b\u0924\u093f || ,"Having realized me as the enjoyer of all sacrifices and austerities, the Supreme Lord of all the worlds and the selfless Friend of all living beings, my devotee attains peace."
c:6v1,\u0936\u094d\u0930\u0940\u092d\u0917\u0935\u093e\u0928\u0941\u0935\u093e\u091a |\u0905\u0928\u093e\u0936\u094d\u0930\u093f\u0924: \u0915\u0930\u094d\u092e\u092b\u0932\u0902 \u0915\u093e\u0930\u094d\u092f\u0902 \u0915\u0930\u094d\u092e \u0915\u0930\u094b\u0924\u093f \u092f: |\u0938 \u0938\u0902\u0928\u094d\u092f\u093e\u0938\u0940 \u091a \u092f\u094b\u0917\u0940 \u091a \u0928 \u0928\u093f\u0930\u0917\u094d\u0928\u093f\u0930\u094d\u0928 \u091a\u093e\u0915\u094d\u0930\u093f\u092f: || ,"The Supreme Lord said: Those who perform prescribed duties without desiring the results of their actions are actual sany\u0101s\u012bs (renunciates) and yogis, not those who have merely ceased performing sacrifices such as agni-hotra yaj\xf1a or abandoned bodily activities."
c:6v2,\u092f\u0902 \u0938\u0902\u0928\u094d\u092f\u093e\u0938\u092e\u093f\u0924\u093f \u092a\u094d\u0930\u093e\u0939\u0941\u0930\u094d\u092f\u094b\u0917\u0902 \u0924\u0902 \u0935\u093f\u0926\u094d\u0927\u093f \u092a\u093e\u0923\u094d\u0921\u0935 |\u0928 \u0939\u094d\u092f\u0938\u0902\u0928\u094d\u092f\u0938\u094d\u0924\u0938\u0919\u094d\u0915\u0932\u094d\u092a\u094b \u092f\u094b\u0917\u0940 \u092d\u0935\u0924\u093f \u0915\u0936\u094d\u091a\u0928 || ,"What is known as sany\u0101s is non-different from Yog, for none become yogis without renouncing worldly desires."
c:6v3,\u0906\u0930\u0941\u0930\u0941\u0915\u094d\u0937\u094b\u0930\u094d\u092e\u0941\u0928\u0947\u0930\u094d\u092f\u094b\u0917\u0902 \u0915\u0930\u094d\u092e \u0915\u093e\u0930\u0923\u092e\u0941\u091a\u094d\u092f\u0924\u0947 |\u092f\u094b\u0917\u093e\u0930\u0942\u0922\u0938\u094d\u092f \u0924\u0938\u094d\u092f\u0948\u0935 \u0936\u092e: \u0915\u093e\u0930\u0923\u092e\u0941\u091a\u094d\u092f\u0924\u0947 || ,"To the soul who is aspiring for perfection in Yog, work without attachment is said to be the means; to the sage who is already elevated in Yog, tranquility in meditation is said to be the means."
c:6v4,\u092f\u0926\u093e \u0939\u093f \u0928\u0947\u0928\u094d\u0926\u094d\u0930\u093f\u092f\u093e\u0930\u094d\u0925\u0947\u0937\u0941 \u0928 \u0915\u0930\u094d\u092e\u0938\u094d\u0935\u0928\u0941\u0937\u091c\u094d\u091c\u0924\u0947 |\u0938\u0930\u094d\u0935\u0938\u0919\u094d\u0915\u0932\u094d\u092a\u0938\u0902\u0928\u094d\u092f\u093e\u0938\u0940 \u092f\u094b\u0917\u093e\u0930\u0942\u0922\u0938\u094d\u0924\u0926\u094b\u091a\u094d\u092f\u0924\u0947 || ,"When one is neither attached to sense objects nor to actions, that person is said to be elevated in the science of Yog, for having renounced all desires for the fruits of actions."
c:6v5,\u0909\u0926\u094d\u0927\u0930\u0947\u0926\u093e\u0924\u094d\u092e\u0928\u093e\u0924\u094d\u092e\u093e\u0928\u0902 \u0928\u093e\u0924\u094d\u092e\u093e\u0928\u092e\u0935\u0938\u093e\u0926\u092f\u0947\u0924\u094d |\u0906\u0924\u094d\u092e\u0948\u0935 \u0939\u094d\u092f\u093e\u0924\u094d\u092e\u0928\u094b \u092c\u0928\u094d\u0927\u0941\u0930\u093e\u0924\u094d\u092e\u0948\u0935 \u0930\u093f\u092a\u0941\u0930\u093e\u0924\u094d\u092e\u0928: || ,"Elevate yourself through the power of your mind, and not degrade yourself, for the mind can be the friend and also the enemy of the self."
c:6v6,\u092c\u0928\u094d\u0927\u0941\u0930\u093e\u0924\u094d\u092e\u093e\u0924\u094d\u092e\u0928\u0938\u094d\u0924\u0938\u094d\u092f \u092f\u0947\u0928\u093e\u0924\u094d\u092e\u0948\u0935\u093e\u0924\u094d\u092e\u0928\u093e \u091c\u093f\u0924: |\u0905\u0928\u093e\u0924\u094d\u092e\u0928\u0938\u094d\u0924\u0941 \u0936\u0924\u094d\u0930\u0941\u0924\u094d\u0935\u0947 \u0935\u0930\u094d\u0924\u0947 \u0924\u093e\u0924\u094d\u092e\u0948\u0935 \u0936\u0924\u094d\u0930\u0941\u0935\u0924\u094d || ,"For those who have conquered the mind, it is their friend. For those who have failed to do so, the mind works like an enemy."
c:6v7,\u091c\u093f\u0924\u093e\u0924\u094d\u092e\u0928: \u092a\u094d\u0930\u0936\u093e\u0928\u094d\u0924\u0938\u094d\u092f \u092a\u0930\u092e\u093e\u0924\u094d\u092e\u093e \u0938\u092e\u093e\u0939\u093f\u0924: |\u0936\u0940\u0924\u094b\u0937\u094d\u0923\u0938\u0941\u0916\u0926\u0941:\u0916\u0947\u0937\u0941 \u0924\u0925\u093e \u092e\u093e\u0928\u093e\u092a\u092e\u093e\u0928\u092f\u094b: || ,"The yogis who have conquered the mind rise above the dualities of cold and heat, joy and sorrow, honor and dishonor. Such yogis remain peaceful and steadfast in their devotion to God."
c:6v8,\u091c\u094d\u091e\u093e\u0928\u0935\u093f\u091c\u094d\u091e\u093e\u0928\u0924\u0943\u092a\u094d\u0924\u093e\u0924\u094d\u092e\u093e \u0915\u0942\u091f\u0938\u094d\u0925\u094b \u0935\u093f\u091c\u093f\u0924\u0947\u0928\u094d\u0926\u094d\u0930\u093f\u092f: |\u092f\u0941\u0915\u094d\u0924 \u0907\u0924\u094d\u092f\u0941\u091a\u094d\u092f\u0924\u0947 \u092f\u094b\u0917\u0940 \u0938\u092e\u0932\u094b\u0937\u094d\u091f\u093e\u0936\u094d\u092e\u0915\u093e\u091e\u094d\u091a\u0928: || ,"The yogi who are satisfied by knowledge and discrimination, and have conquered their senses, remain undisturbed in all circumstances. They see everything\u2014dirt, stones, and gold\u2014as the same."
c:6v9,\u0938\u0941\u0939\u0943\u0928\u094d\u092e\u093f\u0924\u094d\u0930\u093e\u0930\u094d\u092f\u0941\u0926\u093e\u0938\u0940\u0928\u092e\u0927\u094d\u092f\u0938\u094d\u0925\u0926\u094d\u0935\u0947\u0937\u094d\u092f\u092c\u0928\u094d\u0927\u0941\u0937\u0941 |\u0938\u093e\u0927\u0941\u0937\u094d\u0935\u092a\u093f \u091a \u092a\u093e\u092a\u0947\u0937\u0941 \u0938\u092e\u092c\u0941\u0926\u094d\u0927\u093f\u0930\u094d\u0935\u093f\u0936\u093f\u0937\u094d\u092f\u0924\u0947 || ,"The yogis look upon all\u2014well-wishers, friends, foes, the pious, and the sinners\u2014with an impartial intellect. The yogi who is of equal intellect toward friend, companion, and foe, neutral among enemies and relatives, and impartial between the righteous and sinful, is considered to be distinguished among humans."
c:6v10,\u092f\u094b\u0917\u0940 \u092f\u0941\u091e\u094d\u091c\u0940\u0924 \u0938\u0924\u0924\u092e\u093e\u0924\u094d\u092e\u093e\u0928\u0902 \u0930\u0939\u0938\u093f \u0938\u094d\u0925\u093f\u0924: |\u090f\u0915\u093e\u0915\u0940 \u092f\u0924\u091a\u093f\u0924\u094d\u0924\u093e\u0924\u094d\u092e\u093e \u0928\u093f\u0930\u093e\u0936\u0940\u0930\u092a\u0930\u093f\u0917\u094d\u0930\u0939: || ,"Those who seek the state of Yog should reside in seclusion, constantly engaged in meditation with a controlled mind and body, getting rid of desires and possessions for enjoyment."
c:6v11,\u0936\u0941\u091a\u094c \u0926\u0947\u0936\u0947 \u092a\u094d\u0930\u0924\u093f\u0937\u094d\u0920\u093e\u092a\u094d\u092f \u0938\u094d\u0925\u093f\u0930\u092e\u093e\u0938\u0928\u092e\u093e\u0924\u094d\u092e\u0928: |\u0928\u093e\u0924\u094d\u092f\u0941\u091a\u094d\u091b\u094d\u0930\u093f\u0924\u0902 \u0928\u093e\u0924\u093f\u0928\u0940\u091a\u0902 \u091a\u0948\u0932\u093e\u091c\u093f\u0928\u0915\u0941\u0936\u094b\u0924\u094d\u0924\u0930\u092e\u094d || ,"To practice Yog, one should make an \u0101san (seat) in a sanctified place, by placing ku\u015bh grass, deer skin, and a cloth, one over the other. The \u0101san should be neither too high nor too low."
c:6v12,\u0924\u0924\u094d\u0930\u0948\u0915\u093e\u0917\u094d\u0930\u0902 \u092e\u0928: \u0915\u0943\u0924\u094d\u0935\u093e \u092f\u0924\u091a\u093f\u0924\u094d\u0924\u0947\u0928\u094d\u0926\u094d\u0930\u093f\u092f\u0915\u094d\u0930\u093f\u092f: |\u0909\u092a\u0935\u093f\u0936\u094d\u092f\u093e\u0938\u0928\u0947 \u092f\u0941\u091e\u094d\u091c\u094d\u092f\u093e\u0926\u094d\u092f\u094b\u0917\u092e\u093e\u0924\u094d\u092e\u0935\u093f\u0936\u0941\u0926\u094d\u0927\u092f\u0947 || \u0938\u092e\u0902 \u0915\u093e\u092f\u0936\u093f\u0930\u094b\u0917\u094d\u0930\u0940\u0935\u0902 \u0927\u093e\u0930\u092f\u0928\u094d\u0928\u091a\u0932\u0902 \u0938\u094d\u0925\u093f\u0930: |\u0938\u092e\u094d\u092a\u094d\u0930\u0947\u0915\u094d\u0937\u094d\u092f \u0928\u093e\u0938\u093f\u0915\u093e\u0917\u094d\u0930\u0902 \u0938\u094d\u0935\u0902 \u0926\u093f\u0936\u0936\u094d\u091a\u093e\u0928\u0935\u0932\u094b\u0915\u092f\u0928\u094d || ,"Seated firmly on it, the yogi should strive to purify the mind by focusing it in meditation with one pointed concentration, controlling all thoughts and activities. He must hold the body, neck, and head firmly in a straight line, and gaze at the tip of the nose, without allowing the eyes to wander."
c:6v13,\u0924\u0924\u094d\u0930\u0948\u0915\u093e\u0917\u094d\u0930\u0902 \u092e\u0928: \u0915\u0943\u0924\u094d\u0935\u093e \u092f\u0924\u091a\u093f\u0924\u094d\u0924\u0947\u0928\u094d\u0926\u094d\u0930\u093f\u092f\u0915\u094d\u0930\u093f\u092f: |\u0909\u092a\u0935\u093f\u0936\u094d\u092f\u093e\u0938\u0928\u0947 \u092f\u0941\u091e\u094d\u091c\u094d\u092f\u093e\u0926\u094d\u092f\u094b\u0917\u092e\u093e\u0924\u094d\u092e\u0935\u093f\u0936\u0941\u0926\u094d\u0927\u092f\u0947 || \u0938\u092e\u0902 \u0915\u093e\u092f\u0936\u093f\u0930\u094b\u0917\u094d\u0930\u0940\u0935\u0902 \u0927\u093e\u0930\u092f\u0928\u094d\u0928\u091a\u0932\u0902 \u0938\u094d\u0925\u093f\u0930: |\u0938\u092e\u094d\u092a\u094d\u0930\u0947\u0915\u094d\u0937\u094d\u092f \u0928\u093e\u0938\u093f\u0915\u093e\u0917\u094d\u0930\u0902 \u0938\u094d\u0935\u0902 \u0926\u093f\u0936\u0936\u094d\u091a\u093e\u0928\u0935\u0932\u094b\u0915\u092f\u0928\u094d || ,"Seated firmly on it, the yogi should strive to purify the mind by focusing it in meditation with one pointed concentration, controlling all thoughts and activities. He must hold the body, neck, and head firmly in a straight line, and gaze at the tip of the nose, without allowing the eyes to wander."
c:6v14,\u092a\u094d\u0930\u0936\u093e\u0928\u094d\u0924\u093e\u0924\u094d\u092e\u093e \u0935\u093f\u0917\u0924\u092d\u0940\u0930\u094d\u092c\u094d\u0930\u0939\u094d\u092e\u091a\u093e\u0930\u093f\u0935\u094d\u0930\u0924\u0947 \u0938\u094d\u0925\u093f\u0924: |\u092e\u0928: \u0938\u0902\u092f\u092e\u094d\u092f \u092e\u091a\u094d\u091a\u093f\u0924\u094d\u0924\u094b \u092f\u0941\u0915\u094d\u0924 \u0906\u0938\u0940\u0924 \u092e\u0924\u094d\u092a\u0930: || ,"Thus, with a serene, fearless, and unwavering mind, and staunch in the vow of celibacy, the vigilant yogi should meditate on me, having me alone as the supreme goal."
c:6v15,\u092f\u0941\u091e\u094d\u091c\u0928\u094d\u0928\u0947\u0935\u0902 \u0938\u0926\u093e\u0924\u094d\u092e\u093e\u0928\u0902 \u092f\u094b\u0917\u0940 \u0928\u093f\u092f\u0924\u092e\u093e\u0928\u0938: |\u0936\u093e\u0928\u094d\u0924\u093f\u0902 \u0928\u093f\u0930\u094d\u0935\u093e\u0923\u092a\u0930\u092e\u093e\u0902 \u092e\u0924\u094d\u0938\u0902\u0938\u094d\u0925\u093e\u092e\u0927\u093f\u0917\u091a\u094d\u091b\u0924\u093f || ,"Thus, constantly keeping the mind absorbed in me, the yogi of disciplined mind attains nirv\u0101\u1e47, and abides in me in supreme peace."
c:6v16,\u0928\u093e\u0924\u094d\u092f\u0936\u094d\u0928\u0924\u0938\u094d\u0924\u0941 \u092f\u094b\u0917\u094b\u093d\u0938\u094d\u0924\u093f \u0928 \u091a\u0948\u0915\u093e\u0928\u094d\u0924\u092e\u0928\u0936\u094d\u0928\u0924: |\u0928 \u091a\u093e\u0924\u093f \u0938\u094d\u0935\u092a\u094d\u0928\u0936\u0940\u0932\u0938\u094d\u092f \u091c\u093e\u0917\u094d\u0930\u0924\u094b \u0928\u0948\u0935 \u091a\u093e\u0930\u094d\u091c\u0941\u0928 || ,"O Arjun, those who eat too much or eat too little, sleep too much or too little, cannot attain success in Yog."
c:6v17,\u092f\u0941\u0915\u094d\u0924\u093e\u0939\u093e\u0930\u0935\u093f\u0939\u093e\u0930\u0938\u094d\u092f \u092f\u0941\u0915\u094d\u0924\u091a\u0947\u0937\u094d\u091f\u0938\u094d\u092f \u0915\u0930\u094d\u092e\u0938\u0941 |\u092f\u0941\u0915\u094d\u0924\u0938\u094d\u0935\u092a\u094d\u0928\u093e\u0935\u092c\u094b\u0927\u0938\u094d\u092f \u092f\u094b\u0917\u094b \u092d\u0935\u0924\u093f \u0926\u0941:\u0916\u0939\u093e || ,"But those who are temperate in eating and recreation, balanced in work, and regulated in sleep, can mitigate all sorrows by practicing Yog."
c:6v18,\u092f\u0926\u093e \u0935\u093f\u0928\u093f\u092f\u0924\u0902 \u091a\u093f\u0924\u094d\u0924\u092e\u093e\u0924\u094d\u092e\u0928\u094d\u092f\u0947\u0935\u093e\u0935\u0924\u093f\u0937\u094d\u0920\u0924\u0947 |\u0928\u093f:\u0938\u094d\u092a\u0943\u0939: \u0938\u0930\u094d\u0935\u0915\u093e\u092e\u0947\u092d\u094d\u092f\u094b \u092f\u0941\u0915\u094d\u0924 \u0907\u0924\u094d\u092f\u0941\u091a\u094d\u092f\u0924\u0947 \u0924\u0926\u093e || ,"With thorough discipline, they learn to withdraw the mind from selfish cravings and rivet it on the unsurpassable good of the self. Such persons are said to be in Yog, and are free from all yearning of the senses."
c:6v19,\u092f\u0925\u093e \u0926\u0940\u092a\u094b \u0928\u093f\u0935\u093e\u0924\u0938\u094d\u0925\u094b \u0928\u0947\u0919\u094d\u0917\u0924\u0947 \u0938\u094b\u092a\u092e\u093e \u0938\u094d\u092e\u0943\u0924\u093e |\u092f\u094b\u0917\u093f\u0928\u094b \u092f\u0924\u091a\u093f\u0924\u094d\u0924\u0938\u094d\u092f \u092f\u0941\u091e\u094d\u091c\u0924\u094b \u092f\u094b\u0917\u092e\u093e\u0924\u094d\u092e\u0928: || ,"Just as a lamp in a windless place does not flicker, so the disciplined mind of a yogi remains steady in meditation on the self."
c:6v20,\u092f\u0924\u094d\u0930\u094b\u092a\u0930\u092e\u0924\u0947 \u091a\u093f\u0924\u094d\u0924\u0902 \u0928\u093f\u0930\u0941\u0926\u094d\u0927\u0902 \u092f\u094b\u0917\u0938\u0947\u0935\u092f\u093e |\u092f\u0924\u094d\u0930 \u091a\u0948\u0935\u093e\u0924\u094d\u092e\u0928\u093e\u0924\u094d\u092e\u093e\u0928\u0902 \u092a\u0936\u094d\u092f\u0928\u094d\u0928\u093e\u0924\u094d\u092e\u0928\u093f \u0924\u0941\u0937\u094d\u092f\u0924\u093f || ,"When the mind, restrained from material activities, becomes still by the practice of Yog, then the yogi is able to behold the soul through the purified mind, and he rejoices in the inner joy."
c:6v21,\u0938\u0941\u0916\u092e\u093e\u0924\u094d\u092f\u0928\u094d\u0924\u093f\u0915\u0902 \u092f\u0924\u094d\u0924\u0926\u094d\u092c\u0941\u0926\u094d\u0927\u093f\u0917\u094d\u0930\u093e\u0939\u094d\u092f\u092e\u0924\u0940\u0928\u094d\u0926\u094d\u0930\u093f\u092f\u092e\u094d |\u0935\u0947\u0924\u094d\u0924\u093f \u092f\u0924\u094d\u0930 \u0928 \u091a\u0948\u0935\u093e\u092f\u0902 \u0938\u094d\u0925\u093f\u0924\u0936\u094d\u091a\u0932\u0924\u093f \u0924\u0924\u094d\u0935\u0924: || ,"In that joyous state of Yog, called sam\u0101dhi, one experiences supreme boundless divine bliss, and thus situated, one never deviates from the Eternal Truth."
c:6v22,\u092f\u0902 \u0932\u092c\u094d\u0927\u094d\u0935\u093e \u091a\u093e\u092a\u0930\u0902 \u0932\u093e\u092d\u0902 \u092e\u0928\u094d\u092f\u0924\u0947 \u0928\u093e\u0927\u093f\u0915\u0902 \u0924\u0924: |\u092f\u0938\u094d\u092e\u093f\u0928\u094d\u0938\u094d\u0925\u093f\u0924\u094b \u0928 \u0926\u0941:\u0916\u0947\u0928 \u0917\u0941\u0930\u0941\u0923\u093e\u092a\u093f \u0935\u093f\u091a\u093e\u0932\u094d\u092f\u0924\u0947 || ,"Having gained that state, one does not consider any attainment to be greater. Being thus established, one is not shaken even in the midst of the greatest calamity."
c:6v23,\u0924\u0902 \u0935\u093f\u0926\u094d\u092f\u093e\u0926\u094d \u0926\u0941:\u0916\u0938\u0902\u092f\u094b\u0917\u0935\u093f\u092f\u094b\u0917\u0902 \u092f\u094b\u0917\u0938\u091e\u094d\u091c\u094d\u091e\u093f\u0924\u092e\u094d |\u0938 \u0928\u093f\u0936\u094d\u091a\u092f\u0947\u0928 \u092f\u094b\u0915\u094d\u0924\u0935\u094d\u092f\u094b \u092f\u094b\u0917\u094b\u093d\u0928\u093f\u0930\u094d\u0935\u093f\u0923\u094d\u0923\u091a\u0947\u0924\u0938\u093e || ,That state of severance from union with misery is known as Yog. This Yog should be resolutely practiced with determination free from pessimism.
