id,SA,EN
c:4v35,यज्ज्ञात्वा न पुनर्मोहमेवं यास्यसि पाण्डव |येन भूतान्यशेषेण द्रक्ष्यस्यात्मन्यथो मयि || ,"Following this path and having achieved enlightenment from a Guru, O Arjun, you will no longer fall into delusion. In the light of that knowledge, you will see that all living beings are but parts of the Supreme, and are within me."
c:4v36,अपि चेदसि पापेभ्य: सर्वेभ्य: पापकृत्तम: |सर्वं ज्ञानप्लवेनैव वृजिनं सन्तरिष्यसि || ,Even those who are considered the most immoral of all sinners can cross over this ocean of material existence by seating themselves in the boat of divine knowledge.
c:4v37,यथैधांसि समिद्धोऽग्निर्भस्मसात्कुरुतेऽर्जुन |ज्ञानाग्नि: सर्वकर्माणि भस्मसात्कुरुते तथा || ,"As a kindled fire reduces wood to ashes, O Arjun, so does the fire of knowledge burn to ashes all reactions from material activities."
c:4v38,न हि ज्ञानेन सदृशं पवित्रमिह विद्यते |तत्स्वयं योगसंसिद्ध: कालेनात्मनि विन्दति || ,"In this world, there is nothing as purifying as divine knowledge. One who has attained purity of mind through prolonged practice of Yog, receives such knowledge within the heart, in due course of time."
c:4v39,श्रद्धावान् लभते ज्ञानं तत्पर: संयतेन्द्रिय: |ज्ञानं लब्ध्वा परां शान्तिमचिरेणाधिगच्छति || ,"Those whose faith is deep and who have practiced controlling their mind and senses attain divine knowledge. Through such transcendental knowledge, they quickly attain everlasting supreme peace."
c:4v40,अज्ञश्चाश्रद्दधानश्च संशयात्मा विनश्यति |नायं लोकोऽस्ति न परो न सुखं संशयात्मन: || ,"But persons who possess neither faith nor knowledge, and who are of a doubting nature, suffer a downfall. For the skeptical souls, there is no happiness either in this world or the next."
c:4v41,योगसंन्यस्तकर्माणं ज्ञानसञ्छिन्नसंशयम् |आत्मवन्तं न कर्माणि निबध्नन्ति धनञ्जय || ,"O Arjun, actions do not bind those who have renounced karm in the fire of Yog, whose doubts have been dispelled by knowledge, and who are situated in knowledge of the self."
c:4v42,तस्मादज्ञानसम्भूतं हृत्स्थं ज्ञानासिनात्मन: |छित्त्वैनं संशयं योगमातिष्ठोत्तिष्ठ भारत || ,"Therefore, with the sword of knowledge, cut asunder the doubts that have arisen in your heart. O scion of Bharat, establish yourself in karm yog. Arise, stand up, and take action!"
c:5v1,अर्जुन उवाच |संन्यासं कर्मणां कृष्ण पुनर्योगं च शंससि |यच्छ्रेय एतयोरेकं तन्मे ब्रूहि सुनिश्चितम् || ,"Arjun said: O Shree Krishna, you praised karm sanyās (the path of renunciation of actions), and you also advised to do karm yog (work with devotion). Please tell me decisively which of the two is more beneficial?"
c:5v2,श्रीभगवानुवाच |संन्यास: कर्मयोगश्च नि:श्रेयसकरावुभौ |तयोस्तु कर्मसंन्यासात्कर्मयोगो विशिष्यते || ,The Supreme Lord said: Both the path of karm sanyās (renunciation of actions) and karm yog (working in devotion) lead to the supreme goal. But karm yog is superior to karm sanyās.
c:5v3,ज्ञेय: स नित्यसंन्यासी यो न द्वेष्टि न काङ् क्षति |निर्द्वन्द्वो हि महाबाहो सुखं बन्धात्प्रमुच्यते || ,"The karm yogis, who neither desire nor hate anything, should be considered always renounced. Free from all dualities, they are easily liberated from the bonds of material energy."
c:5v4,साङ्ख्ययोगौ पृथग्बाला: प्रवदन्ति न पण्डिता: |एकमप्यास्थित: सम्यगुभयोर्विन्दते फलम् || ,"Only the ignorant speak of sānkhya (renunciation of actions, or karm sanyās) and karm yog (work in devotion) as different. Those who are truly learned say that by applying ourselves to any one of these paths, we can achieve the results of both."
c:5v5,यत्साङ्ख्यै: प्राप्यते स्थानं तद्योगैरपि गम्यते |एकं साङ्ख्यं च योगं च य: पश्यति स पश्यति || ,"The supreme state that is attained by means of karm sanyās is also attained by working in devotion. Hence, those who see karm sanyās and karm yog to be identical, truly see things as they are."
c:5v6,संन्यासस्तु महाबाहो दु:खमाप्तुमयोगत: |योगयुक्तो मुनिर्ब्रह्म नचिरेणाधिगच्छति || ,"Perfect renunciation (karm sanyās) is difficult to attain without performing work in devotion (karm yog), O mighty-armed Arjun, but the sage who is adept in karm yog quickly attains the Supreme."
c:5v7,योगयुक्तो विशुद्धात्मा विजितात्मा जितेन्द्रिय: |सर्वभूतात्मभूतात्मा कुर्वन्नपि न लिप्यते || ,"The karm yogis, who are of purified intellect, and who control the mind and senses, see the Soul of all souls in every living being. Though performing all kinds of actions, they are never entangled."
c:5v8,नैव किञ्चित्करोमीति युक्तो मन्येत तत्ववित् |पश्यञ्शृण्वन्स्पृशञ्जिघ्रन्नश्नन्गच्छन्स्वपञ्श्वसन् || प्रलपन्विसृजन्गृह्ण्न्नुन्मिषन्निमिषन्नपि |इन्द्रियाणीन्द्रियार्थेषु वर्तन्त इति धारयन् || ,"Those steadfast in this karm yog, always think, “I am not the doer,” even while engaged in seeing, hearing, touching, smelling, moving, sleeping, breathing, speaking, excreting, and grasping, and opening or closing the eyes. With the light of divine knowledge, they see that it is only the material senses that are moving amongst their objects."
c:5v9,नैव किञ्चित्करोमीति युक्तो मन्येत तत्ववित् |पश्यञ्शृण्वन्स्पृशञ्जिघ्रन्नश्नन्गच्छन्स्वपञ्श्वसन् || प्रलपन्विसृजन्गृह्ण्न्नुन्मिषन्निमिषन्नपि |इन्द्रियाणीन्द्रियार्थेषु वर्तन्त इति धारयन् || ,"Those steadfast in this karm yog, always think, “I am not the doer,” even while engaged in seeing, hearing, touching, smelling, moving, sleeping, breathing, speaking, excreting, and grasping, and opening or closing the eyes. With the light of divine knowledge, they see that it is only the material senses that are moving amongst their objects."
c:5v10,ब्रह्मण्याधाय कर्माणि सङ्गं त्यक्त्वा करोति य: |लिप्यते न स पापेन पद्मपत्रमिवाम्भसा || ,"Those who dedicate their actions to God, abandoning all attachment, remain untouched by sin, just as a lotus leaf is untouched by water."
c:5v11,कायेन मनसा बुद्ध्या केवलैरिन्द्रियैरपि |योगिन: कर्म कुर्वन्ति सङ्गं त्यक्त्वात्मशुद्धये || ,"The yogis, while giving up attachment, perform actions with their body, senses, mind, and intellect, only for the purpose of self-purification."
c:5v12,युक्त: कर्मफलं त्यक्त्वा शान्तिमाप्नोति नैष्ठिकीम् |अयुक्त: कामकारेण फले सक्तो निबध्यते || ,"Offering the results of all activities to God, the karm yogis attain everlasting peace. Whereas those who, being impelled by their desires, work with a selfish motive become entangled because they are attached to the fruits of their actions."
c:5v13,सर्वकर्माणि मनसा संन्यस्यास्ते सुखं वशी |नवद्वारे पुरे देही नैव कुर्वन्न कारयन् || ,"The embodied beings who are self-controlled and detached reside happily in the city of nine gates, free from thinking they are the doers or the cause of anything."
c:5v14,न कर्तृत्वं न कर्माणि लोकस्य सृजति प्रभु: |न कर्मफलसंयोगं स्वभावस्तु प्रवर्तते || ,Neither the sense of doership nor the nature of actions comes from God; nor does he create the fruits of actions. All this is enacted by the modes of material nature (guṇas).
c:5v15,नादत्ते कस्यचित्पापं न चैव सुकृतं विभु: |अज्ञानेनावृतं ज्ञानं तेन मुह्यन्ति जन्तव: || ,The omnipresent God does not involve himself in the sinful or virtuous deeds of anyone. The living entities are deluded because their inner knowledge is covered by ignorance.
c:5v16,ज्ञानेन तु तदज्ञानं येषां नाशितमात्मन: |तेषामादित्यवज्ज्ञानं प्रकाशयति तत्परम् || ,"But for those, in whom this ignorance of the self is destroyed by divine knowledge, that knowledge reveals the Supreme Entity, just as the sun illumines everything in daytime."
c:5v17,तद्बुद्धयस्तदात्मानस्तन्निष्ठास्तत्परायणा: |गच्छन्त्यपुनरावृत्तिं ज्ञाननिर्धूतकल्मषा: || ,"Those whose intellect is fixed in God, who are wholly absorbed in God, with firm faith in him as the supreme goal, such persons quickly reach the state from which there is no return, their sins having been dispelled by the light of knowledge."
c:5v18,विद्याविनयसम्पन्ने ब्राह्मणे गवि हस्तिनि |शुनि चैव श्वपाके च पण्डिता: समदर्शिन: || ,"The truly learned, with the eyes of divine knowledge, see with equal vision a Brahmin, a cow, an elephant, a dog, and a dog-eater."
c:5v19,इहैव तैर्जित: सर्गो येषां साम्ये स्थितं मन: |निर्दोषं हि समं ब्रह्म तस्माद् ब्रह्मणि ते स्थिता: || ,"Those whose minds are established in equality of vision conquer the cycle of birth and death in this very life. They possess the flawless qualities of God, and are therefore seated in the Absolute Truth."
c:5v20,न प्रहृष्येत्प्रियं प्राप्य नोद्विजेत्प्राप्य चाप्रियम् |स्थिरबुद्धिरसम्मूढो ब्रह्मविद् ब्रह्मणि स्थित: || ,"Established in God, having a firm understanding of divine knowledge and not hampered by delusion, they neither rejoice in getting something pleasant nor grieve on experiencing the unpleasant."
c:5v21,बाह्यस्पर्शेष्वसक्तात्मा विन्दत्यात्मनि यत्सुखम् |स ब्रह्मयोगयुक्तात्मा सुखमक्षयमश्नुते || ,"Those who are not attached to external sense pleasures realize divine bliss in the self. Being united with God through Yog, they experience unending happiness."
c:5v22,ये हि संस्पर्शजा भोगा दु:खयोनय एव ते |आद्यन्तवन्त: कौन्तेय न तेषु रमते बुध: || ,"The pleasures that arise from contact with the sense objects, though appearing as enjoyable to worldly-minded people, are verily a source of misery. O son of Kunti, such pleasures have a beginning and an end, and so the wise do not delight in them."
c:5v23,शक्नोतीहैव य: सोढुं प्राक्शरीरविमोक्षणात् |कामक्रोधोद्भवं वेगं स युक्त: स सुखी नर: || ,"Those persons are yogis, who before giving up the body are able to check the forces of desire and anger; and they alone are happy."
c:5v24,योऽन्त:सुखोऽन्तरारामस्तथान्तज्र्योतिरेव य: ।स योगी ब्रह्मनिर्वाणं ब्रह्मभूतोऽधिगच्छति ।। ।।,"Those who are happy within themselves, enjoying the delight of God within, and are illumined by the inner light, such yogis are united with the Lord and are liberated from material existence."
c:5v25,लभन्ते ब्रह्मनिर्वाणमृषय: क्षीणकल्मषा: |छिन्नद्वैधा यतात्मान: सर्वभूतहिते रता: || ,"Those holy persons, whose sins have been purged, whose doubts are annihilated, whose minds are disciplined, and who are devoted to the welfare of all beings, attain God and are liberated from material existence."
c:5v26,कामक्रोधवियुक्तानां यतीनां यतचेतसाम् |अभितो ब्रह्मनिर्वाणं वर्तते विदितात्मनाम् || ,"For those sanyāsīs, who have broken out of anger and lust through constant effort, who have subdued their mind, and are self-realized, liberation from material existence is both here and hereafter."
c:5v27,स्पर्शान्कृत्वा बहिर्बाह्यांश्चक्षुश्चैवान्तरे भ्रुवो: |प्राणापानौ समौ कृत्वा नासाभ्यन्तरचारिणौ || यतेन्द्रियमनोबुद्धिर्मुनिर्मोक्षपरायण: |विगतेच्छाभयक्रोधो य: सदा मुक्त एव स: || ,"Shutting out all thoughts of external enjoyment, with the gaze fixed on the space between the eye-brows, equalizing the flow of the incoming and outgoing breath in the nostrils, and thus controlling the senses, mind, and intellect, the sage who becomes free from desire and fear, always lives in freedom."
c:5v28,स्पर्शान्कृत्वा बहिर्बाह्यांश्चक्षुश्चैवान्तरे भ्रुवो: |प्राणापानौ समौ कृत्वा नासाभ्यन्तरचारिणौ || यतेन्द्रियमनोबुद्धिर्मुनिर्मोक्षपरायण: |विगतेच्छाभयक्रोधो य: सदा मुक्त एव स: || ,"Shutting out all thoughts of external enjoyment, with the gaze fixed on the space between the eye-brows, equalizing the flow of the incoming and outgoing breath in the nostrils, and thus controlling the senses, mind, and intellect, the sage who becomes free from desire and fear, always lives in freedom."
c:5v29,भोक्तारं यज्ञतपसां सर्वलोकमहेश्वरम् |सुहृदं सर्वभूतानां ज्ञात्वा मां शान्तिमृच्छति || ,"Having realized me as the enjoyer of all sacrifices and austerities, the Supreme Lord of all the worlds and the selfless Friend of all living beings, my devotee attains peace."
c:6v1,श्रीभगवानुवाच |अनाश्रित: कर्मफलं कार्यं कर्म करोति य: |स संन्यासी च योगी च न निरग्निर्न चाक्रिय: || ,"The Supreme Lord said: Those who perform prescribed duties without desiring the results of their actions are actual sanyāsīs (renunciates) and yogis, not those who have merely ceased performing sacrifices such as agni-hotra yajña or abandoned bodily activities."
c:6v2,यं संन्यासमिति प्राहुर्योगं तं विद्धि पाण्डव |न ह्यसंन्यस्तसङ्कल्पो योगी भवति कश्चन || ,"What is known as sanyās is non-different from Yog, for none become yogis without renouncing worldly desires."
c:6v3,आरुरुक्षोर्मुनेर्योगं कर्म कारणमुच्यते |योगारूढस्य तस्यैव शम: कारणमुच्यते || ,"To the soul who is aspiring for perfection in Yog, work without attachment is said to be the means; to the sage who is already elevated in Yog, tranquility in meditation is said to be the means."
c:6v4,यदा हि नेन्द्रियार्थेषु न कर्मस्वनुषज्जते |सर्वसङ्कल्पसंन्यासी योगारूढस्तदोच्यते || ,"When one is neither attached to sense objects nor to actions, that person is said to be elevated in the science of Yog, for having renounced all desires for the fruits of actions."
c:6v5,उद्धरेदात्मनात्मानं नात्मानमवसादयेत् |आत्मैव ह्यात्मनो बन्धुरात्मैव रिपुरात्मन: || ,"Elevate yourself through the power of your mind, and not degrade yourself, for the mind can be the friend and also the enemy of the self."
c:6v6,बन्धुरात्मात्मनस्तस्य येनात्मैवात्मना जित: |अनात्मनस्तु शत्रुत्वे वर्ते तात्मैव शत्रुवत् || ,"For those who have conquered the mind, it is their friend. For those who have failed to do so, the mind works like an enemy."
c:6v7,जितात्मन: प्रशान्तस्य परमात्मा समाहित: |शीतोष्णसुखदु:खेषु तथा मानापमानयो: || ,"The yogis who have conquered the mind rise above the dualities of cold and heat, joy and sorrow, honor and dishonor. Such yogis remain peaceful and steadfast in their devotion to God."
c:6v8,ज्ञानविज्ञानतृप्तात्मा कूटस्थो विजितेन्द्रिय: |युक्त इत्युच्यते योगी समलोष्टाश्मकाञ्चन: || ,"The yogi who are satisfied by knowledge and discrimination, and have conquered their senses, remain undisturbed in all circumstances. They see everything—dirt, stones, and gold—as the same."
c:6v9,सुहृन्मित्रार्युदासीनमध्यस्थद्वेष्यबन्धुषु |साधुष्वपि च पापेषु समबुद्धिर्विशिष्यते || ,"The yogis look upon all—well-wishers, friends, foes, the pious, and the sinners—with an impartial intellect. The yogi who is of equal intellect toward friend, companion, and foe, neutral among enemies and relatives, and impartial between the righteous and sinful, is considered to be distinguished among humans."
c:6v10,योगी युञ्जीत सततमात्मानं रहसि स्थित: |एकाकी यतचित्तात्मा निराशीरपरिग्रह: || ,"Those who seek the state of Yog should reside in seclusion, constantly engaged in meditation with a controlled mind and body, getting rid of desires and possessions for enjoyment."
c:6v11,शुचौ देशे प्रतिष्ठाप्य स्थिरमासनमात्मन: |नात्युच्छ्रितं नातिनीचं चैलाजिनकुशोत्तरम् || ,"To practice Yog, one should make an āsan (seat) in a sanctified place, by placing kuśh grass, deer skin, and a cloth, one over the other. The āsan should be neither too high nor too low."
c:6v12,तत्रैकाग्रं मन: कृत्वा यतचित्तेन्द्रियक्रिय: |उपविश्यासने युञ्ज्याद्योगमात्मविशुद्धये || समं कायशिरोग्रीवं धारयन्नचलं स्थिर: |सम्प्रेक्ष्य नासिकाग्रं स्वं दिशश्चानवलोकयन् || ,"Seated firmly on it, the yogi should strive to purify the mind by focusing it in meditation with one pointed concentration, controlling all thoughts and activities. He must hold the body, neck, and head firmly in a straight line, and gaze at the tip of the nose, without allowing the eyes to wander."
c:6v13,तत्रैकाग्रं मन: कृत्वा यतचित्तेन्द्रियक्रिय: |उपविश्यासने युञ्ज्याद्योगमात्मविशुद्धये || समं कायशिरोग्रीवं धारयन्नचलं स्थिर: |सम्प्रेक्ष्य नासिकाग्रं स्वं दिशश्चानवलोकयन् || ,"Seated firmly on it, the yogi should strive to purify the mind by focusing it in meditation with one pointed concentration, controlling all thoughts and activities. He must hold the body, neck, and head firmly in a straight line, and gaze at the tip of the nose, without allowing the eyes to wander."
c:6v14,प्रशान्तात्मा विगतभीर्ब्रह्मचारिव्रते स्थित: |मन: संयम्य मच्चित्तो युक्त आसीत मत्पर: || ,"Thus, with a serene, fearless, and unwavering mind, and staunch in the vow of celibacy, the vigilant yogi should meditate on me, having me alone as the supreme goal."
c:6v15,युञ्जन्नेवं सदात्मानं योगी नियतमानस: |शान्तिं निर्वाणपरमां मत्संस्थामधिगच्छति || ,"Thus, constantly keeping the mind absorbed in me, the yogi of disciplined mind attains nirvāṇ, and abides in me in supreme peace."
c:6v16,नात्यश्नतस्तु योगोऽस्ति न चैकान्तमनश्नत: |न चाति स्वप्नशीलस्य जाग्रतो नैव चार्जुन || ,"O Arjun, those who eat too much or eat too little, sleep too much or too little, cannot attain success in Yog."
c:6v17,युक्ताहारविहारस्य युक्तचेष्टस्य कर्मसु |युक्तस्वप्नावबोधस्य योगो भवति दु:खहा || ,"But those who are temperate in eating and recreation, balanced in work, and regulated in sleep, can mitigate all sorrows by practicing Yog."
c:6v18,यदा विनियतं चित्तमात्मन्येवावतिष्ठते |नि:स्पृह: सर्वकामेभ्यो युक्त इत्युच्यते तदा || ,"With thorough discipline, they learn to withdraw the mind from selfish cravings and rivet it on the unsurpassable good of the self. Such persons are said to be in Yog, and are free from all yearning of the senses."
c:6v19,यथा दीपो निवातस्थो नेङ्गते सोपमा स्मृता |योगिनो यतचित्तस्य युञ्जतो योगमात्मन: || ,"Just as a lamp in a windless place does not flicker, so the disciplined mind of a yogi remains steady in meditation on the self."
c:6v20,यत्रोपरमते चित्तं निरुद्धं योगसेवया |यत्र चैवात्मनात्मानं पश्यन्नात्मनि तुष्यति || ,"When the mind, restrained from material activities, becomes still by the practice of Yog, then the yogi is able to behold the soul through the purified mind, and he rejoices in the inner joy."
c:6v21,सुखमात्यन्तिकं यत्तद्बुद्धिग्राह्यमतीन्द्रियम् |वेत्ति यत्र न चैवायं स्थितश्चलति तत्वत: || ,"In that joyous state of Yog, called samādhi, one experiences supreme boundless divine bliss, and thus situated, one never deviates from the Eternal Truth."
c:6v22,यं लब्ध्वा चापरं लाभं मन्यते नाधिकं तत: |यस्मिन्स्थितो न दु:खेन गुरुणापि विचाल्यते || ,"Having gained that state, one does not consider any attainment to be greater. Being thus established, one is not shaken even in the midst of the greatest calamity."
c:6v23,तं विद्याद् दु:खसंयोगवियोगं योगसञ्ज्ञितम् |स निश्चयेन योक्तव्यो योगोऽनिर्विण्णचेतसा || ,That state of severance from union with misery is known as Yog. This Yog should be resolutely practiced with determination free from pessimism.
c:6v24,सङ्कल्पप्रभवान्कामांस्त्यक्त्वा सर्वानशेषत: |मनसैवेन्द्रियग्रामं विनियम्य समन्तत: || शनै: शनैरुपरमेद्बुद्ध्या धृतिगृहीतया |आत्मसंस्थं मन: कृत्वा न किञ्चिदपि चिन्तयेत् || ,"Completely renouncing all desires arising from thoughts of the world, one should restrain the senses from all sides with the mind. Slowly and steadily, with conviction in the intellect, the mind will become fixed in God alone, and will think of nothing else."
c:6v25,सङ्कल्पप्रभवान्कामांस्त्यक्त्वा सर्वानशेषत: |मनसैवेन्द्रियग्रामं विनियम्य समन्तत: || शनै: शनैरुपरमेद्बुद्ध्या धृतिगृहीतया |आत्मसंस्थं मन: कृत्वा न किञ्चिदपि चिन्तयेत् || ,"Completely renouncing all desires arising from thoughts of the world, one should restrain the senses from all sides with the mind. Slowly and steadily, with conviction in the intellect, the mind will become fixed in God alone, and will think of nothing else."
c:6v26,यतो यतो निश्चरति मनश्चञ्चलमस्थिरम् |ततस्ततो नियम्यैतदात्मन्येव वशं नयेत् || ,"Whenever and wherever the restless and unsteady mind wanders, one should bring it back and continually focus it on God."
c:6v27,प्रशान्तमनसं ह्येनं योगिनं सुखमुत्तमम् |उपैति शान्तरजसं ब्रह्मभूतमकल्मषम् || ,"Great transcendental happiness comes to the yogi whose mind is calm, whose passions are subdued, who is without sin, and who sees everything in connection with God."
c:6v28,युञ्जन्नेवं सदात्मानं योगी विगतकल्मष: |सुखेन ब्रह्मसंस्पर्शमत्यन्तं सुखमश्नुते || ,"The self-controlled yogi, thus uniting the self with God, becomes free from material contamination, and being in constant touch with the Supreme, achieves the highest state of perfect happiness."
c:6v29,सर्वभूतस्थमात्मानं सर्वभूतानि चात्मनि |ईक्षते योगयुक्तात्मा सर्वत्र समदर्शन: || ,"The true yogis, uniting their consciousness with God, see with equal eye, all living beings in God and God in all living beings."
c:6v30,यो मां पश्यति सर्वत्र सर्वं च मयि पश्यति |तस्याहं न प्रणश्यामि स च मे न प्रणश्यति || ,"For those who see me everywhere and see all things in me, I am never lost, nor are they ever lost to me."
c:6v31,सर्वभूतस्थितं यो मां भजत्येकत्वमास्थित: |सर्वथा वर्तमानोऽपि स योगी मयि वर्तते || ,"The yogi who is established in union with me, and worships me as the Supreme Soul residing in all beings, dwells only in me, though engaged in all kinds of activities."
c:6v32,आत्मौपम्येन सर्वत्र समं पश्यति योऽर्जुन |सुखं वा यदि वा दु:खं स योगी परमो मत: || ,I regard them to be perfect yogis who see the true equality of all living beings and respond to the joys and sorrows of others as if they were their own.
c:6v33,अर्जुन उवाच |योऽयं योगस्त्वया प्रोक्त: साम्येन मधुसूदन |एतस्याहं न पश्यामि चञ्चलत्वात्स्थितिं स्थिराम् || ,"Arjun said: The system of Yog that you have described, O Madhusudan, appears impractical and unattainable to me, due to the restless mind."
c:6v34,चञ्चलं हि मन: कृष्ण प्रमाथि बलवद्दृढम् |तस्याहं निग्रहं मन्ये वायोरिव सुदुष्करम् || ,"The mind is very restless, turbulent, strong and obstinate, O Krishna. It appears to me that it is more difficult to control than the wind."
c:6v35,श्रीभगवानुवाच |असंशयं महाबाहो मनो दुर्निग्रहं चलम् |अभ्यासेन तु कौन्तेय वैराग्येण च गृह्यते || ,"Lord Krishna said: O mighty-armed son of Kunti, what you say is correct; the mind is indeed very difficult to restrain. But by practice and detachment, it can be controlled."
c:6v36,असंयतात्मना योगो दुष्प्राप इति मे मति: |वश्यात्मना तु यतता शक्योऽवाप्तुमुपायत: || ,"Yog is difficult to attain for one whose mind is unbridled. However, those who have learnt to control the mind, and who strive earnestly by the proper means, can attain perfection in Yog. This is my opinion."
c:6v37,अर्जुन उवाच |अयति: श्रद्धयोपेतो योगाच्चलितमानस: |अप्राप्य योगसंसिद्धिं कां गतिं कृष्ण गच्छति || ,"Arjun said: What is the fate of the unsuccessful yogi who begins the path with faith, but who does not endeavor sufficiently, due to unsteady mind, and is unable to reach the goal of Yog in this life?"
c:6v38,कच्चिन्नोभयविभ्रष्टश्छिन्नाभ्रमिव नश्यति |अप्रतिष्ठो महाबाहो विमूढो ब्रह्मण: पथि || ,"Does not such a person who deviates from Yog get deprived of both material and spiritual success, O mighty-armed Krishna, and perish like a broken cloud with no position in either sphere?"
c:6v39,एतन्मे संशयं कृष्ण छेत्तुमर्हस्यशेषत: |त्वदन्य: संशयस्यास्य छेत्ता न ह्युपपद्यते || ,"O Krishna, please dispel this doubt of mine completely, for who other than you can do so?"
c:6v40,श्रीभगवानुवाच |पार्थ नैवेह नामुत्र विनाशस्तस्य विद्यते |न हि कल्याणकृत्कश्चिद्दुर्गतिं तात गच्छति || ,"The Supreme Lord said: O Parth, One who engages on the spiritual path does not meet with destruction either in this world or the world to come. My dear friend, one who strives for God-realization is never overcome by evil."
c:6v41,प्राप्य पुण्यकृतां लोकानुषित्वा शाश्वती: समा: |शुचीनां श्रीमतां गेहे योगभ्रष्टोऽभिजायते || अथवा योगिनामेव कुले भवति धीमताम् |एतद्धि दुर्लभतरं लोके जन्म यदीदृशम् || ,"The unsuccessful yogis, upon death, go to the abodes of the virtuous. After dwelling there for many ages, they are again reborn in the earth plane, into a family of pious and prosperous people. Else, if they had developed dispassion due to long practice of Yog, they are born into a family endowed with divine wisdom. Such a birth is very difficult to attain in this world."
c:6v42,प्राप्य पुण्यकृतां लोकानुषित्वा शाश्वती: समा: |शुचीनां श्रीमतां गेहे योगभ्रष्टोऽभिजायते || अथवा योगिनामेव कुले भवति धीमताम् |एतद्धि दुर्लभतरं लोके जन्म यदीदृशम् || ,"The unsuccessful yogis, upon death, go to the abodes of the virtuous. After dwelling there for many ages, they are again reborn in the earth plane, into a family of pious and prosperous people. Else, if they had developed dispassion due to long practice of Yog, they are born into a family endowed with divine wisdom. Such a birth is very difficult to attain in this world."
c:6v43,तत्र तं बुद्धिसंयोगं लभते पौर्वदेहिकम् |यतते च ततो भूय: संसिद्धौ कुरुनन्दन || ,"On taking such a birth, O descendant of Kurus, they reawaken the wisdom of their previous lives, and strive even harder toward perfection in Yog."
c:6v44,पूर्वाभ्यासेन तेनैव ह्रियते ह्यवशोऽपि स: |जिज्ञासुरपि योगस्य शब्दब्रह्मातिवर्तते || ,"Indeed, they feel drawn toward God, even against their will, on the strength of their past discipline. Such seekers naturally rise above the ritualistic principles of the scriptures."
c:6v45,प्रयत्नाद्यतमानस्तु योगी संशुद्धकिल्बिष: |अनेकजन्मसंसिद्धस्ततो याति परां गतिम् || ,"With the accumulated merits of many past births, when these yogis engage in sincere endeavor in making further progress, they become purified from material desires and attain perfection in this life itself."
c:6v46,तपस्विभ्योऽधिकोयोगीज्ञानिभ्योऽपिमतोऽधिक:|कर्मिभ्यश्चाधिकोयोगीतस्माद्योगीभवार्जुन|| ,"A yogi is superior to the  tapasvī  (ascetic), superior to the  jñānī  (a person of learning), and even superior to the  karmī  (ritualistic performer). Therefore, O Arjun, strive to be a yogi."
c:6v47,योगिनामपि सर्वेषां मद्गतेनान्तरात्मना |श्रद्धावान्भजते यो मां स मे युक्ततमो मत: || ,"Of all yogis, those whose minds are always absorbed in me, and who engage in devotion to me with great faith, them I consider to be the highest of all."
c:7v1,श्रीभगवानुवाच |मय्यासक्तमना: पार्थ योगं युञ्जन्मदाश्रय: |असंशयं समग्रं मां यथा ज्ञास्यसि तच्छृणु || ,"The Supreme Lord said: Now listen, O Arjun, how, with the mind attached exclusively to me, and surrendering to me through the practice of bhakti yog, you can know me completely, free from doubt."
c:7v2,ज्ञानं तेऽहं सविज्ञानमिदं वक्ष्याम्यशेषत: |यज्ज्ञात्वा नेह भूयोऽन्यज्ज्ञातव्यमवशिष्यते || ,"I shall now reveal unto you fully this knowledge and wisdom, knowing which nothing else remains to be known in this world."
c:7v3,मनुष्याणां सहस्रेषु कश्चिद्यतति सिद्धये |यततामपि सिद्धानां कश्चिन्मां वेत्ति तत्वत: || ,"Amongst thousands of persons, hardly one strives for perfection; and amongst those who have achieved perfection, hardly one knows me in truth."
c:7v4,भूमिरापोऽनलो वायु: खं मनो बुद्धिरेव च |अहङ्कार इतीयं मे भिन्ना प्रकृतिरष्टधा || ,"Earth, water, fire, air, space, mind, intellect, and ego—these are eight components of my material energy."
c:7v5,अपरेयमितस्त्वन्यां प्रकृतिं विद्धि मे पराम् |जीवभूतां महाबाहो ययेदं धार्यते जगत् || ,"Such is my inferior energy. But beyond it, O mighty-armed Arjun, I have a superior energy. This is the jīva śhakti (the soul energy), which comprises the embodied souls who are the basis of life in this world."
c:7v6,एतद्योनीनि भूतानि सर्वाणीत्युपधारय |अहं कृत्स्नस्य जगत: प्रभव: प्रलयस्तथा || ,"Know that all living beings are manifested by these two energies of mine. I am the source of the entire creation, and into me it again dissolves."
c:7v7,मत्त: परतरं नान्यत्किञ्चिदस्ति धनञ्जय |मयि सर्वमिदं प्रोतं सूत्रे मणिगणा इव || ,"There is nothing higher than myself, O Arjun. Everything rests in me, as beads strung on a thread."
c:7v8,रसोऽहमप्सु कौन्तेय प्रभास्मि शशिसूर्ययो: |प्रणव: सर्ववेदेषु शब्द: खे पौरुषं नृषु || ,"I am the taste in water, O son of Kunti, and the radiance of the sun and the moon. I am the sacred syllable Om in the Vedic mantras; I am the sound in ether, and the ability in humans."
c:7v9,पुण्यो गन्ध: पृथिव्यां च तेजश्चास्मि विभावसौ |जीवनं सर्वभूतेषु तपश्चास्मि तपस्विषु || ,"I am the pure fragrance of the Earth, and the brilliance in fire. I am the life-force in all beings, and the penance of the ascetics."
